Frame,K0_x,K0_y,K0_z,K0_visibility,K1_x,K1_y,K1_z,K1_visibility,K2_x,K2_y,K2_z,K2_visibility,K3_x,K3_y,K3_z,K3_visibility,K4_x,K4_y,K4_z,K4_visibility,K5_x,K5_y,K5_z,K5_visibility,K6_x,K6_y,K6_z,K6_visibility,K7_x,K7_y,K7_z,K7_visibility,K8_x,K8_y,K8_z,K8_visibility,K9_x,K9_y,K9_z,K9_visibility,K10_x,K10_y,K10_z,K10_visibility,K11_x,K11_y,K11_z,K11_visibility,K12_x,K12_y,K12_z,K12_visibility,K13_x,K13_y,K13_z,K13_visibility,K14_x,K14_y,K14_z,K14_visibility,K15_x,K15_y,K15_z,K15_visibility,K16_x,K16_y,K16_z,K16_visibility,K17_x,K17_y,K17_z,K17_visibility,K18_x,K18_y,K18_z,K18_visibility,K19_x,K19_y,K19_z,K19_visibility,K20_x,K20_y,K20_z,K20_visibility,K21_x,K21_y,K21_z,K21_visibility,K22_x,K22_y,K22_z,K22_visibility,K23_x,K23_y,K23_z,K23_visibility,K24_x,K24_y,K24_z,K24_visibility,K25_x,K25_y,K25_z,K25_visibility,K26_x,K26_y,K26_z,K26_visibility,K27_x,K27_y,K27_z,K27_visibility,K28_x,K28_y,K28_z,K28_visibility,K29_x,K29_y,K29_z,K29_visibility,K30_x,K30_y,K30_z,K30_visibility,K31_x,K31_y,K31_z,K31_visibility,K32_x,K32_y,K32_z,K32_visibility
56,0.46569451689720154,0.1858898103237152,-0.34539613127708435,0.999994158744812,0.4701034426689148,0.1668223738670349,-0.32756128907203674,0.999988853931427,0.4737716317176819,0.16640493273735046,-0.32760435342788696,0.9999871253967285,0.4771113395690918,0.16611549258232117,-0.3276316523551941,0.9999861717224121,0.4573523998260498,0.16833443939685822,-0.328286349773407,0.9999880194664001,0.4527250826358795,0.16925852000713348,-0.32832807302474976,0.9999853372573853,0.44886475801467896,0.1705346256494522,-0.3283374607563019,0.9999845623970032,0.48192912340164185,0.17109742760658264,-0.20614933967590332,0.9999840259552002,0.44352227449417114,0.17934617400169373,-0.21104398369789124,0.9999874234199524,0.47367510199546814,0.20687761902809143,-0.29916492104530334,0.999995768070221,0.4592675268650055,0.20948316156864166,-0.30049458146095276,0.9999963641166687,0.5133926272392273,0.27244269847869873,-0.12460863590240479,0.9999855756759644,0.41977447271347046,0.28805333375930786,-0.11831146478652954,0.9999757409095764,0.5356616377830505,0.37908172607421875,-0.0968034416437149,0.9937488436698914,0.3877171277999878,0.4093268811702728,-0.07382244616746902,0.9879927039146423,0.5288842916488647,0.48136770725250244,-0.2559202313423157,0.9831743240356445,0.38729578256607056,0.5405718684196472,-0.1781010925769806,0.9594725966453552,0.5263166427612305,0.5212342143058777,-0.296073317527771,0.9562621712684631,0.3829893171787262,0.5806980729103088,-0.2094583511352539,0.9168087244033813,0.5205138325691223,0.5166192054748535,-0.3230108916759491,0.9580107927322388,0.38745731115341187,0.5814943313598633,-0.2414802759885788,0.9229647517204285,0.5196503400802612,0.5042464137077332,-0.26890772581100464,0.9459587335586548,0.390423059463501,0.569611668586731,-0.19286471605300903,0.9113665819168091,0.5074152946472168,0.5224112868309021,0.006540861912071705,0.9995078444480896,0.4603971540927887,0.5251665115356445,-0.006520709488540888,0.9995987415313721,0.5429747700691223,0.6993075013160706,-0.024982111528515816,0.976977527141571,0.4506627023220062,0.7006075382232666,-0.05072735622525215,0.9892403483390808,0.5178474187850952,0.8421775698661804,0.18681205809116364,0.9594413638114929,0.4672516882419586,0.8648204207420349,0.135957732796669,0.9802285432815552,0.5054792165756226,0.8680441379547119,0.1991412341594696,0.8910702466964722,0.4748091697692871,0.8851315975189209,0.14702832698822021,0.8637928366661072,0.5535518527030945,0.9012770652770996,0.08544085919857025,0.9428504705429077,0.45510944724082947,0.9189838171005249,0.025159787386655807,0.9642407298088074
57,0.46648210287094116,0.17885470390319824,-0.3458901345729828,0.9999940395355225,0.47108325362205505,0.15992161631584167,-0.3276422917842865,0.9999884963035583,0.4748528003692627,0.15953446924686432,-0.3276805281639099,0.9999861717224121,0.4782637655735016,0.159462109208107,-0.3277001976966858,0.9999853372573853,0.4582437574863434,0.16118401288986206,-0.328854501247406,0.9999881386756897,0.45337924361228943,0.1621207743883133,-0.32890504598617554,0.9999854564666748,0.44940632581710815,0.1632913500070572,-0.3289269804954529,0.9999850392341614,0.4831550121307373,0.1649477481842041,-0.20604808628559113,0.9999810457229614,0.4440261721611023,0.17269553244113922,-0.21329545974731445,0.9999873042106628,0.4742497503757477,0.20075450837612152,-0.299807071685791,0.9999952912330627,0.4599089026451111,0.20300348103046417,-0.3017811179161072,0.9999962449073792,0.5143128633499146,0.2690725326538086,-0.1231507807970047,0.9999772310256958,0.4206309914588928,0.2842375338077545,-0.12657901644706726,0.9999744296073914,0.5348642468452454,0.3787868916988373,-0.10010794550180435,0.9911697506904602,0.38876864314079285,0.41231468319892883,-0.08787941187620163,0.9879595041275024,0.5304976105690002,0.47741779685020447,-0.2649700343608856,0.97674959897995,0.3887838125228882,0.5474810004234314,-0.19370552897453308,0.9588913917541504,0.528470516204834,0.5163396596908569,-0.30333855748176575,0.9463077783584595,0.3833509683609009,0.5883349776268005,-0.22535213828086853,0.9158288240432739,0.5230721235275269,0.5121653079986572,-0.32871565222740173,0.9479232430458069,0.38928741216659546,0.5888694524765015,-0.25394606590270996,0.921802818775177,0.5218967795372009,0.5002458691596985,-0.27757495641708374,0.9342806339263916,0.3916324973106384,0.5772451162338257,-0.20675866305828094,0.9102080464363098,0.5089200139045715,0.5217096209526062,0.00962087232619524,0.9994966983795166,0.460984468460083,0.5239819288253784,-0.00964889582246542,0.999599814414978,0.5432902574539185,0.699951708316803,-0.023555457592010498,0.9773313403129578,0.4508420526981354,0.7007526159286499,-0.05573488026857376,0.9897401928901672,0.5178209543228149,0.8491734862327576,0.18439865112304688,0.9606219530105591,0.4678665101528168,0.8651500940322876,0.1290222704410553,0.981148362159729,0.5057796239852905,0.8750765323638916,0.1952935755252838,0.8923016786575317,0.4746784269809723,0.8869056701660156,0.14029763638973236,0.8647828102111816,0.555614173412323,0.9014284014701843,0.08279696851968765,0.9445380568504333,0.4566724896430969,0.9194581508636475,0.019401032477617264,0.9654439091682434
58,0.46783870458602905,0.16802717745304108,-0.3385303318500519,0.9999935626983643,0.4722527861595154,0.15017026662826538,-0.3193826675415039,0.9999873042106628,0.4759787619113922,0.1499500870704651,-0.3194189667701721,0.9999841451644897,0.47949156165122986,0.15017731487751007,-0.3194357752799988,0.9999833106994629,0.45970064401626587,0.15161210298538208,-0.32115283608436584,0.9999876022338867,0.4548313021659851,0.15278811752796173,-0.32120224833488464,0.999984860420227,0.4506390690803528,0.15445327758789062,-0.3212277889251709,0.9999848008155823,0.4843381941318512,0.15769457817077637,-0.19952574372291565,0.9999752044677734,0.4450302720069885,0.16639338433742523,-0.20996665954589844,0.9999863505363464,0.4755817949771881,0.19049550592899323,-0.29381632804870605,0.9999943375587463,0.46134334802627563,0.1918759047985077,-0.29663747549057007,0.9999959468841553,0.5151227116584778,0.2657516598701477,-0.12005968391895294,0.9999668002128601,0.4214462339878082,0.2819274961948395,-0.13008633255958557,0.9999710917472839,0.5350584983825684,0.37695610523223877,-0.10048097372055054,0.9884725213050842,0.38987407088279724,0.4132593870162964,-0.10178349167108536,0.987796425819397,0.5319137573242188,0.4737236797809601,-0.25333812832832336,0.9713582992553711,0.3943363130092621,0.5462861061096191,-0.19876138865947723,0.956774890422821,0.5304734110832214,0.5125190019607544,-0.278786838054657,0.9380057454109192,0.39507734775543213,0.58759605884552,-0.2291552722454071,0.9116427302360535,0.5249661803245544,0.5081482529640198,-0.31421491503715515,0.9395692944526672,0.402351051568985,0.5871662497520447,-0.2555001974105835,0.9174007773399353,0.523668646812439,0.49639058113098145,-0.2681979537010193,0.9245903491973877,0.40330982208251953,0.5742635130882263,-0.21075022220611572,0.905991792678833,0.5090290307998657,0.5191382765769958,0.011558269150555134,0.9994876980781555,0.4607587456703186,0.5214326977729797,-0.011597681790590286,0.9995988607406616,0.5433663725852966,0.6976823806762695,-0.024005185812711716,0.9777442216873169,0.45147401094436646,0.7007326483726501,-0.057890065014362335,0.9899700284004211,0.5176087617874146,0.8534071445465088,0.1680697798728943,0.9621482491493225,0.4679848551750183,0.8651342391967773,0.12283915281295776,0.9818916320800781,0.5057165622711182,0.8804552555084229,0.17830237746238708,0.8944072723388672,0.4750153422355652,0.8880650997161865,0.1334175169467926,0.8652434945106506,0.5555723905563354,0.9015706181526184,0.06859566271305084,0.9464016556739807,0.4566725194454193,0.9194281101226807,0.011812452226877213,0.9664307236671448
59,0.46849340200424194,0.16065917909145355,-0.31173744797706604,0.9999927282333374,0.4733896851539612,0.1435350924730301,-0.2915707230567932,0.99998539686203,0.4770984649658203,0.14329279959201813,-0.2916152775287628,0.999981164932251,0.4805006980895996,0.14356207847595215,-0.2916228175163269,0.999980092048645,0.46028822660446167,0.14541758596897125,-0.2949092388153076,0.9999865889549255,0.4551992416381836,0.1466975212097168,-0.29495278000831604,0.9999837875366211,0.45149049162864685,0.14871786534786224,-0.29498279094696045,0.9999842643737793,0.4852985441684723,0.15211066603660583,-0.17162683606147766,0.9999663233757019,0.446272611618042,0.16177479922771454,-0.1894553154706955,0.9999853372573853,0.47613200545310974,0.18262462317943573,-0.26753950119018555,0.999992847442627,0.46273598074913025,0.18377701938152313,-0.2724614441394806,0.9999954700469971,0.5158368349075317,0.2642879784107208,-0.09390638768672943,0.9999545812606812,0.4217011034488678,0.2798195481300354,-0.12071128189563751,0.9999691843986511,0.5351603627204895,0.37509745359420776,-0.07380177080631256,0.9844371676445007,0.3908965587615967,0.41309982538223267,-0.10346575826406479,0.9880474805831909,0.5331122875213623,0.46773719787597656,-0.21032264828681946,0.9642909169197083,0.4011748433113098,0.5416597723960876,-0.1992354691028595,0.9564371705055237,0.5339497327804565,0.504682183265686,-0.24444124102592468,0.9280669689178467,0.40375810861587524,0.5806982517242432,-0.22998440265655518,0.9106408357620239,0.5304957628250122,0.5006371140480042,-0.2726905941963196,0.9297404289245605,0.41224151849746704,0.5801997780799866,-0.2553673982620239,0.9160576462745667,0.5279124975204468,0.4892536699771881,-0.22446627914905548,0.9138168692588806,0.4136621356010437,0.5681132674217224,-0.21069486439228058,0.9046698808670044,0.5092931985855103,0.5177050232887268,0.014733722433447838,0.9994779825210571,0.4607859253883362,0.5190771222114563,-0.014761717990040779,0.9995945692062378,0.5432993173599243,0.6962564587593079,-0.01712755486369133,0.9777330160140991,0.4518392086029053,0.7008089423179626,-0.054191578179597855,0.9900997281074524,0.5167266726493835,0.8563693761825562,0.16376522183418274,0.9632581472396851,0.46743646264076233,0.8650662899017334,0.11999591439962387,0.9822736382484436,0.5050386190414429,0.8824259638786316,0.17352347075939178,0.8961677551269531,0.47416916489601135,0.8882062435150146,0.12999434769153595,0.8631766438484192,0.5545815229415894,0.9016304016113281,0.06518787145614624,0.9478563070297241,0.45715346932411194,0.9191834926605225,0.008516499772667885,0.9667558073997498
60,0.46958523988723755,0.1573282927274704,-0.3115153908729553,0.9999922513961792,0.47356924414634705,0.14116261899471283,-0.2918657660484314,0.9999843835830688,0.4774235785007477,0.14099305868148804,-0.291903018951416,0.9999797940254211,0.4809836745262146,0.14118042588233948,-0.2919046878814697,0.9999784827232361,0.461527019739151,0.143324613571167,-0.2949296832084656,0.9999858736991882,0.4567883014678955,0.14488892257213593,-0.29496437311172485,0.9999830722808838,0.45248180627822876,0.14717675745487213,-0.2949827015399933,0.9999837875366211,0.48546871542930603,0.1502661108970642,-0.17166031897068024,0.9999622702598572,0.44646793603897095,0.15953609347343445,-0.18824824690818787,0.9999846816062927,0.47729772329330444,0.17979931831359863,-0.2669718563556671,0.9999921917915344,0.46512365341186523,0.1811724603176117,-0.271543025970459,0.999995231628418,0.517938494682312,0.2637633681297302,-0.09034065157175064,0.9999517202377319,0.4232029318809509,0.2787790298461914,-0.1178319901227951,0.9999685287475586,0.5352060794830322,0.37489137053489685,-0.06519533693790436,0.9826428890228271,0.39149028062820435,0.4097183644771576,-0.10048864781856537,0.9885050654411316,0.537051260471344,0.4676203727722168,-0.2032751590013504,0.9622311592102051,0.4082781672477722,0.5286997556686401,-0.19305945932865143,0.9570406675338745,0.540043830871582,0.5037800073623657,-0.23993735015392303,0.9254080057144165,0.413220077753067,0.5704271197319031,-0.22436264157295227,0.9114143252372742,0.5362304449081421,0.4998228847980499,-0.2691251039505005,0.9271113276481628,0.4217382073402405,0.5652875900268555,-0.2500361502170563,0.9163932204246521,0.5328693985939026,0.4879111349582672,-0.21785926818847656,0.9109167456626892,0.42233747243881226,0.549880862236023,-0.20454438030719757,0.904939591884613,0.5093355178833008,0.5161875486373901,0.0169534869492054,0.9994887113571167,0.4606781005859375,0.5174316167831421,-0.016968248412013054,0.999599277973175,0.5426539778709412,0.6947548985481262,0.0004165201389696449,0.9776017665863037,0.4526605010032654,0.7009541988372803,-0.036313410848379135,0.9902461171150208,0.5164105296134949,0.8584052920341492,0.1675606667995453,0.9643846750259399,0.467078298330307,0.8650352358818054,0.13403627276420593,0.982385516166687,0.504115879535675,0.8856379985809326,0.17447824776172638,0.8975039124488831,0.47401174902915955,0.8884124755859375,0.14371299743652344,0.8589299321174622,0.5545168519020081,0.9038527607917786,0.06816283613443375,0.9492810964584351,0.45818963646888733,0.9191640019416809,0.019381968304514885,0.9666288495063782
61,0.4716365337371826,0.15610121190547943,-0.3143159747123718,0.9999916553497314,0.4756189286708832,0.1404855102300644,-0.2953590452671051,0.9999828934669495,0.47974205017089844,0.140217125415802,-0.2953886389732361,0.9999778866767883,0.48371195793151855,0.1403324007987976,-0.2953912615776062,0.9999762773513794,0.46409425139427185,0.14281365275382996,-0.2975504398345947,0.9999846816062927,0.45966440439224243,0.14430411159992218,-0.29758384823799133,0.9999818801879883,0.45523419976234436,0.1463860422372818,-0.2976016104221344,0.9999828934669495,0.48818522691726685,0.14894257485866547,-0.17675596475601196,0.9999566674232483,0.44915810227394104,0.15803959965705872,-0.1895989179611206,0.9999834299087524,0.4792846143245697,0.17947371304035187,-0.27023380994796753,0.9999911785125732,0.467185914516449,0.18154311180114746,-0.27375563979148865,0.9999947547912598,0.5208443403244019,0.2644677460193634,-0.09436691552400589,0.9999462962150574,0.42650318145751953,0.27787864208221436,-0.11822255700826645,0.9999668598175049,0.5356560945510864,0.37558412551879883,-0.06437850743532181,0.980895459651947,0.39212554693222046,0.4067714810371399,-0.09906913340091705,0.9888237714767456,0.5420006513595581,0.46799471974372864,-0.19274356961250305,0.9589041471481323,0.41729646921157837,0.5175141096115112,-0.1896885484457016,0.9564580917358398,0.545136570930481,0.5049419403076172,-0.22844663262367249,0.9201969504356384,0.42308029532432556,0.5580265522003174,-0.22068142890930176,0.9095597267150879,0.5420086979866028,0.5015476942062378,-0.25767725706100464,0.9219726920127869,0.4304588735103607,0.551923394203186,-0.2450987845659256,0.9140800833702087,0.538377046585083,0.48945897817611694,-0.2072131633758545,0.9054331183433533,0.4309166371822357,0.5366243720054626,-0.20059755444526672,0.9023667573928833,0.5097978711128235,0.5142054557800293,0.016333378851413727,0.9994955062866211,0.46069082617759705,0.5148537755012512,-0.016336897388100624,0.9996004104614258,0.5413460731506348,0.6936410665512085,-0.00083443260518834,0.9774951934814453,0.45318347215652466,0.701025664806366,-0.032740239053964615,0.9903422594070435,0.5163770318031311,0.8609436750411987,0.16833224892616272,0.965382993221283,0.4668624997138977,0.8650135397911072,0.13870573043823242,0.9822881817817688,0.503886878490448,0.8876450657844543,0.17682495713233948,0.8974531888961792,0.4737287163734436,0.8883656859397888,0.1485653966665268,0.8530714511871338,0.5537703633308411,0.9072374701499939,0.063178151845932,0.9504865407943726,0.45907703042030334,0.9191223978996277,0.021260716021060944,0.9662177562713623
62,0.4763849675655365,0.15319718420505524,-0.2895655333995819,0.999990701675415,0.480379581451416,0.13872700929641724,-0.2696903347969055,0.9999802708625793,0.4846649765968323,0.1385270059108734,-0.26972880959510803,0.9999743103981018,0.4888126254081726,0.13873142004013062,-0.2697344720363617,0.999971866607666,0.46892213821411133,0.1413450390100479,-0.27121099829673767,0.9999828934669495,0.46453857421875,0.14288786053657532,-0.27123960852622986,0.9999800324440002,0.46024805307388306,0.14478269219398499,-0.27127233147621155,0.9999816417694092,0.4937070310115814,0.14872850477695465,-0.15272603929042816,0.9999467134475708,0.4538753032684326,0.15786896646022797,-0.16198958456516266,0.9999822378158569,0.48444923758506775,0.17702148854732513,-0.2466108351945877,0.9999896883964539,0.4711410105228424,0.17932771146297455,-0.24905630946159363,0.9999942779541016,0.5254074335098267,0.2650441825389862,-0.0717645213007927,0.9999338388442993,0.431043803691864,0.2773398756980896,-0.10278564691543579,0.9999658465385437,0.5358896255493164,0.3781060576438904,-0.043195683509111404,0.9767329692840576,0.39405617117881775,0.40497928857803345,-0.09640186280012131,0.989427387714386,0.546411395072937,0.46892043948173523,-0.17596934735774994,0.9508729577064514,0.42486533522605896,0.5095362067222595,-0.18849268555641174,0.9578379392623901,0.5488336086273193,0.5059376358985901,-0.21237853169441223,0.9088688492774963,0.4326590895652771,0.5447324514389038,-0.22111031413078308,0.9113739132881165,0.5470176935195923,0.5032675862312317,-0.23938830196857452,0.9106239676475525,0.44007158279418945,0.5344670414924622,-0.2422763854265213,0.9153270125389099,0.5434814095497131,0.49139735102653503,-0.1900693029165268,0.8936226963996887,0.4395674169063568,0.5220208168029785,-0.1981412172317505,0.9034432172775269,0.5103691816329956,0.5153332352638245,0.01590588316321373,0.9995057582855225,0.4608868658542633,0.5156141519546509,-0.015902608633041382,0.9996036887168884,0.5402482151985168,0.6931906342506409,-0.023833533748984337,0.9769079089164734,0.4528059959411621,0.7058830857276917,-0.03858565539121628,0.9902472496032715,0.5163384675979614,0.863399088382721,0.16880270838737488,0.9650846123695374,0.4667561650276184,0.8648505210876465,0.1584816873073578,0.9813732504844666,0.5039871335029602,0.8890148401260376,0.17764732241630554,0.896210253238678,0.4726209044456482,0.8878625631332397,0.17188380658626556,0.8455132842063904,0.5533144474029541,0.9108407497406006,0.06561113893985748,0.950481116771698,0.4600699841976166,0.9190335869789124,0.04576132446527481,0.9646668434143066
63,0.48207536339759827,0.15407399833202362,-0.2812270522117615,0.9999897480010986,0.48575735092163086,0.1395372897386551,-0.26128098368644714,0.9999776482582092,0.4898935854434967,0.13925530016422272,-0.26131993532180786,0.9999710917472839,0.4938836991786957,0.1393442004919052,-0.2613201439380646,0.9999681115150452,0.4746173024177551,0.14202556014060974,-0.2624551057815552,0.999980628490448,0.47033095359802246,0.1433764100074768,-0.2624715268611908,0.9999775886535645,0.4660763740539551,0.14509692788124084,-0.26249098777770996,0.999979555606842,0.49862632155418396,0.14925116300582886,-0.14552760124206543,0.9999368786811829,0.45948830246925354,0.15918602049350739,-0.15334603190422058,0.9999797344207764,0.4899742007255554,0.17798689007759094,-0.2390236109495163,0.9999880790710449,0.47646188735961914,0.18029363453388214,-0.24105024337768555,0.9999934434890747,0.5296576619148254,0.26698657870292664,-0.06702013313770294,0.9999273419380188,0.4361395835876465,0.27773386240005493,-0.09530602395534515,0.9999628067016602,0.5378441214561462,0.3796313405036926,-0.042387329041957855,0.9753120541572571,0.39686524868011475,0.3998681306838989,-0.09025713056325912,0.9897823333740234,0.5530440211296082,0.47006163001060486,-0.1762642115354538,0.9491559863090515,0.4288817346096039,0.49592286348342896,-0.18582406640052795,0.9583956599235535,0.555174708366394,0.5078762769699097,-0.21251842379570007,0.9060795903205872,0.4369240403175354,0.5286155343055725,-0.2185271978378296,0.9118571281433105,0.5530420541763306,0.5054007768630981,-0.24081245064735413,0.9079045653343201,0.443747341632843,0.5178933143615723,-0.23958304524421692,0.9152746200561523,0.5500797629356384,0.4931824505329132,-0.19077004492282867,0.890959620475769,0.44285106658935547,0.5064035058021545,-0.19563187658786774,0.9029631018638611,0.5108556747436523,0.514911413192749,0.015768451616168022,0.9995091557502747,0.4615497589111328,0.5144599676132202,-0.0157671757042408,0.9995962977409363,0.5374553203582764,0.6897739171981812,-0.016358250752091408,0.9762741923332214,0.45237746834754944,0.7061578035354614,-0.04027046263217926,0.9904027581214905,0.5162211656570435,0.8646373152732849,0.16889885067939758,0.9656715989112854,0.46672314405441284,0.8639384508132935,0.1451456993818283,0.9813083410263062,0.5041126012802124,0.8897459506988525,0.1785283386707306,0.8974071741104126,0.47249799966812134,0.8871809840202332,0.1567799150943756,0.8422336578369141,0.5530521273612976,0.9114004373550415,0.06411875784397125,0.9515259265899658,0.46385326981544495,0.9189662337303162,0.031233137473464012,0.9645094275474548
64,0.4882056713104248,0.15314020216464996,-0.30596214532852173,0.999989926815033,0.4913409650325775,0.13901807367801666,-0.28512144088745117,0.9999781250953674,0.4950271546840668,0.13875654339790344,-0.2851501405239105,0.9999716877937317,0.4985896944999695,0.13881567120552063,-0.2851540148258209,0.9999686479568481,0.4807049334049225,0.1410769820213318,-0.2880910634994507,0.9999809861183167,0.4763672947883606,0.14229580760002136,-0.28811341524124146,0.9999780654907227,0.4721006453037262,0.14400289952754974,-0.28812354803085327,0.9999799728393555,0.5019270181655884,0.14840514957904816,-0.16026976704597473,0.9999366998672485,0.46500301361083984,0.15873132646083832,-0.17732369899749756,0.9999801516532898,0.4956408441066742,0.17664910852909088,-0.26024574041366577,0.9999880194664001,0.4829851984977722,0.17872001230716705,-0.2646033763885498,0.9999934434890747,0.5321863889694214,0.26783719658851624,-0.06469140946865082,0.9999284744262695,0.44097885489463806,0.27802684903144836,-0.10862759500741959,0.9999606013298035,0.5425595045089722,0.38065284490585327,-0.019497644156217575,0.9752393364906311,0.40000566840171814,0.3981320261955261,-0.12203176319599152,0.9901005029678345,0.5596495270729065,0.47080233693122864,-0.14623971283435822,0.9511933922767639,0.43558621406555176,0.48935145139694214,-0.24128718674182892,0.9597027897834778,0.5635330677032471,0.5084956288337708,-0.18096815049648285,0.9092267155647278,0.4457501769065857,0.5184574723243713,-0.2786768078804016,0.914271891117096,0.560149073600769,0.5066661834716797,-0.21270601451396942,0.9111328721046448,0.45105957984924316,0.5068159103393555,-0.2978500723838806,0.9172222018241882,0.5569585561752319,0.4940716326236725,-0.16182315349578857,0.8946884870529175,0.4492511749267578,0.4964556097984314,-0.25012877583503723,0.904352605342865,0.5109490156173706,0.5131890773773193,0.022653987631201744,0.9995230436325073,0.4627852439880371,0.5119464993476868,-0.02269279770553112,0.9995920062065125,0.5336159467697144,0.688855767250061,0.0024315856862813234,0.975982666015625,0.4522615075111389,0.706007182598114,-0.03806038200855255,0.9904283881187439,0.514832615852356,0.8654084205627441,0.17302639782428741,0.9668818116188049,0.4666860103607178,0.8621243238449097,0.14129015803337097,0.9814403057098389,0.5035724639892578,0.8902519941329956,0.18108408153057098,0.9003223180770874,0.47231078147888184,0.8856739401817322,0.15217211842536926,0.8390722870826721,0.5505843758583069,0.9144377708435059,0.06509911268949509,0.9533511996269226,0.46434202790260315,0.9195305705070496,0.02559709921479225,0.9649751782417297
65,0.493014395236969,0.15290741622447968,-0.31635338068008423,0.9999904632568359,0.49585777521133423,0.13917602598667145,-0.29661840200424194,0.9999793171882629,0.4993436932563782,0.13886941969394684,-0.2966444790363312,0.9999732375144958,0.502761721611023,0.13880790770053864,-0.29665035009384155,0.9999701976776123,0.48538026213645935,0.1410275548696518,-0.2994535267353058,0.9999819993972778,0.48099297285079956,0.14210548996925354,-0.29948264360427856,0.9999792575836182,0.4765397012233734,0.14377321302890778,-0.2994915246963501,0.9999810457229614,0.5054792165756226,0.1483207792043686,-0.16947603225708008,0.9999396204948425,0.4689940810203552,0.15971748530864716,-0.1876392364501953,0.999981164932251,0.5002692937850952,0.1763574331998825,-0.2706579864025116,0.9999883770942688,0.4879967272281647,0.17845019698143005,-0.2744735777378082,0.9999936819076538,0.5350096821784973,0.2684546113014221,-0.07218322902917862,0.9999305009841919,0.4445823132991791,0.2786732614040375,-0.1134621873497963,0.9999581575393677,0.5466315150260925,0.3812755048274994,-0.03291618451476097,0.9757318496704102,0.40338534116744995,0.3986125886440277,-0.14418859779834747,0.9904417395591736,0.5632763504981995,0.4711437523365021,-0.16622504591941833,0.9537026286125183,0.4418051838874817,0.48568645119667053,-0.2799605131149292,0.9614930152893066,0.5667628049850464,0.5080064535140991,-0.20109383761882782,0.9131920337677002,0.4544517397880554,0.5119221210479736,-0.32007983326911926,0.9176188707351685,0.5632137060165405,0.5066693425178528,-0.23228304088115692,0.9151480197906494,0.45934468507766724,0.4987819194793701,-0.33632853627204895,0.9201902747154236,0.5605381727218628,0.4939325451850891,-0.1815723180770874,0.8993571996688843,0.45655083656311035,0.4893791973590851,-0.2879505157470703,0.9069951176643372,0.5114811658859253,0.5114321708679199,0.0216810405254364,0.9995391368865967,0.4643159508705139,0.5098754167556763,-0.02171613834798336,0.9995949864387512,0.5324329137802124,0.6883131861686707,-0.0004490488790906966,0.9765593409538269,0.4522322118282318,0.7059712409973145,-0.03608878701925278,0.9906109571456909,0.514655590057373,0.8647369146347046,0.1840970814228058,0.9682151079177856,0.4660946726799011,0.8599106073379517,0.14567898213863373,0.9819841980934143,0.5035160183906555,0.8891326189041138,0.19406378269195557,0.9025794863700867,0.47226637601852417,0.8831635117530823,0.1566038280725479,0.8386624455451965,0.5465400218963623,0.916841447353363,0.07155750691890717,0.9552891254425049,0.46355485916137695,0.9214471578598022,0.02608683332800865,0.9661070108413696
